key,PR
4,0.07158003
39023,0.07217117
27,0.11139793
28,0.042975318
104675,0.07826852
35,0.051137716
38841,0.06289955
36,0.05101623
40,0.04110324
56,0.040415224
39016,0.046789333
58,0.040415224
44032,0.050827175
69,0.051204994
39078,0.07923809
72,0.070017524
94090,0.06597014
86,0.04248178
39098,0.040910322
115,0.040415224
38814,0.05456553
142,0.040415224
105521,0.040998094
147,0.04138171
184,0.040415224
38822,0.07169809
190,0.045466337
38799,0.042199757
197,0.04147511
38824,0.04957086
225,0.04306204
38800,0.105154514
38809,0.05104418
77,0.046237316
183,0.040415224
38823,0.04228294
116,0.042132698
8,0.042337246
114,0.06200576
104012,0.044015642
38815,0.05189805
39096,0.04685458
171,0.050771926
38828,0.05099447
221,0.05995089
45463,0.107231535
45493,0.09306122
14314,0.044245612
14208,0.101028174
45464,0.1734952
214,0.054499306
226,0.07579335
14232,0.04998715
39066,0.118755974
45,0.049898893
55754,0.040799588
39025,0.07234789
8733,0.08876923
8679,0.09650096
218,0.044426303
38969,0.09170129
38973,0.088515624
38965,0.048910644
44045,0.045120012
45410,0.042711973
38979,0.06908233
38971,0.06114958
39009,0.050866336
39126,0.0479978
38956,0.04489122
14,0.047077496
29,0.0812632
18,0.05143119
44066,0.055635713
101738,0.36528343
44034,0.043279387
39124,0.09887046
44049,0.07040469
8653,0.29572597
20082,0.049503956
20225,0.11574496
104719,0.12254936
121703,0.09387314
8727,0.07059082
39058,0.051019028
38914,0.05094836
39053,0.04937667
161,0.045959894
14315,0.0409402
45469,0.05472316
98364,0.054731935
39072,0.04744089
14273,0.15377924
39081,0.069514655
14249,0.079837196
89,0.04259567
94,0.04338778
39097,0.040415224
118,0.06219869
78,0.047719944
121725,0.075697325
121714,0.07302734
59374,0.1412177
103,0.04064963
39022,0.05151988
38794,0.08259769
12,0.049361542
44056,0.05454093
38812,0.0421267
38825,0.06905228
8566,0.044290423
39110,0.04344307
44054,0.067051634
39122,0.07847823
57,0.049723625
44030,0.042157248
59369,0.048403505
38816,0.048146162
39119,0.07339362
44060,0.07511194
39120,0.056379158
229,0.0497302
44063,0.047873728
39055,0.050256934
201,0.055081964
44041,0.049191467
39091,0.056497794
187,0.041732915
45370,0.04696306
64,0.045535818
14231,0.066027656
44068,0.09221105
14216,0.15540402
55767,0.040599264
14325,0.04085104
20136,0.051740613
59386,0.06442842
39044,0.040415224
44058,0.047755796
55740,0.052967045
43138,0.10378923
39070,0.047035888
104037,0.057439726
14247,0.083659254
94088,0.045710642
180,0.04679844
98,0.056313146
59350,0.09943164
8746,0.06799296
39073,0.06583282
102,0.040415224
101774,0.12736931
199,0.04313169
165,0.04120967
44069,0.040453855
224,0.046750013
38827,0.041185245
38805,0.050079104
39107,0.05763373
168,0.053540822
101771,0.06415653
44010,0.08301726
44026,0.067323655
44055,0.073899895
38991,0.050695386
39079,0.06380942
210,0.047080718
14303,0.05120545
38803,0.047310676
178,0.042240947
38859,0.043940444
38811,0.041718993
38975,0.06450845
156,0.04149918
38983,0.12294588
38989,0.07334809
51,0.04389171
101800,0.16250534
8663,0.04412317
66190,0.040890608
104687,0.04394531
8588,0.04174646
43165,0.046944354
43164,0.07225722
121721,0.09404861
121656,0.043632645
8707,0.0672611
44,0.047072604
98432,0.15627372
98398,0.22461031
101741,0.1132796
53,0.041037977
20222,0.051730394
45461,0.04179569
8681,0.09219169
14385,0.072375014
14381,0.049715716
45439,0.13518731
45430,0.055739056
45396,0.059549294
14242,0.15938638
91,0.056586877
39094,0.043385822
20064,0.099183
39041,0.04899758
211,0.041152436
38977,0.04862496
20063,0.25154036
108,0.043921225
3,0.04206882
39113,0.040609982
64116,0.046359546
121690,0.051906787
98329,0.123787194
19933,0.041608933
121631,0.0468923
19925,0.27206698
98353,1.0381528
8631,0.068786636
46,0.041940972
44071,0.05454676
84,0.044001576
39076,0.06697602
14203,0.15863594
121742,0.315182
131,0.0456492
45488,0.28602517
45412,0.04125626
149,0.04204522
14205,0.45575207
20081,0.19914709
44011,0.041637395
11,0.050385855
191,0.055251718
43998,0.043048885
104033,0.043620538
95054,0.0412728
38808,0.045401745
194,0.042027436
38986,0.04105745
95035,0.04284454
181,0.043784525
98377,0.05882825
98278,0.11189868
8726,0.08294163
41,0.04947586
55739,0.065821484
8719,0.118947
45486,0.05251955
8569,0.061069492
8576,0.06519805
59378,0.07460198
98349,0.04729397
8736,0.060185958
45411,0.06665976
100679,0.16518205
14270,0.12850858
45406,0.04103485
38910,0.04145678
14243,0.04869952
160,0.046367448
38980,0.07738043
38982,0.073121965
38995,0.043847606
38849,0.04436537
59377,0.04062217
93,0.048285365
39125,0.041285064
104704,0.069702126
45414,0.05632453
45482,0.041771892
14213,0.093072645
66198,0.04951102
39090,0.04216151
95045,0.075928755
19926,1.6727777
100669,0.26235846
1,0.047223467
8560,0.045224685
8708,0.043451548
121708,0.06309129
8611,0.08044637
121630,0.23178868
87,0.05087345
14228,0.48626894
94083,0.04097513
121784,0.18691267
39024,0.06217944
177,0.042364676
105530,0.041200582
39064,0.0566588
38875,0.04126845
105533,0.04161946
117,0.0414752
195,0.046885427
104035,0.04074145
14317,0.046739932
20187,0.46790385
8678,0.12911981
95081,0.042562444
38795,0.053369876
105535,0.043884084
8572,0.05330631
121652,0.04448037
100636,0.69144833
98383,0.13783973
38893,0.041525234
8645,0.14644903
104692,0.04294892
101737,0.17585988
32,0.046284836
8706,0.056075804
20138,0.046232674
39127,0.041697484
45503,0.058937494
14241,0.2452017
94097,0.2394482
39069,0.04880833
83,0.040746886
95144,0.040717755
101773,0.0972183
121674,0.14917067
39092,0.04145902
8562,0.055694897
98325,0.10891221
20012,0.13745594
19921,0.16766001
43155,0.09554222
8582,0.05394028
8601,0.040415224
8633,0.04831263
8621,0.053172186
8622,0.05309831
8624,0.044106897
59347,0.056757912
8625,0.04767206
20018,0.118860975
121596,0.20107776
100667,0.11001211
39039,0.054586526
39034,0.04335546
8638,0.06869806
45379,0.13409054
20135,0.07166995
8639,0.043036707
106418,0.04307406
8641,0.040958706
43119,0.05333647
43137,0.04609332
8646,0.04880314
8647,0.04174594
8650,0.041451305
8662,0.04084491
20227,0.25867063
8668,0.04720111
43143,0.06050712
8669,0.07805912
59379,0.07074902
8670,0.041906495
19965,0.041241623
8671,0.041873123
98394,0.053785384
8675,0.042439166
98334,0.10018923
8677,0.05275673
8684,0.040415224
43144,0.050656423
8685,0.052557223
121628,0.05027618
20065,0.060191184
8690,0.11333103
43149,0.09407134
43140,0.065335214
8692,0.06623626
59390,0.0551583
43150,0.04853025
8693,0.04694184
8695,0.04315731
8696,0.060579907
98393,0.06927124
8699,0.040641908
121583,0.06437694
8718,0.04222165
8732,0.05543587
8740,0.040415224
43151,0.045520887
8758,0.042524025
101752,0.18279353
19940,0.0431608
45387,0.041398972
8610,0.04402829
121704,0.08790549
20183,0.20459905
121746,0.08132342
19975,0.05909241
8723,0.24442981
19924,0.10415907
121781,0.25689608
20212,0.12161865
121622,0.17307618
20095,0.14038396
59398,0.21368812
8683,0.042823162
59370,0.066731036
20068,0.062453315
19995,0.15601297
121653,0.058061693
20208,0.063910544
8698,0.069417916
101758,0.05171652
8602,0.047561597
43129,0.06079766
98322,0.07119147
8728,0.04751045
20132,0.071960166
20028,0.06185917
8714,0.050146602
34,0.06164032
8595,0.040595274
20128,0.12779054
101744,0.1187561
121762,0.044814464
121585,0.06781307
8687,0.049068395
8744,0.04621754
20224,0.064231955
8583,0.04289108
8701,0.049788177
121612,0.1417762
8620,0.041291587
101742,0.052540682
121745,0.31622034
59352,0.0727682
101732,0.10140696
44024,0.05187849
20035,0.088255554
20024,0.048398644
121602,0.062945485
44044,0.04082353
8673,0.0521295
19923,0.35140303
45385,0.04881607
121629,0.059184514
8619,0.05633941
8750,0.040660832
8722,0.05054781
8739,0.042957213
101778,0.072629705
8649,0.09004992
98412,0.07729815
17,0.04517839
8580,0.042783905
8563,0.044335075
8586,0.04597823
8626,0.19778766
8753,0.04114308
98385,0.06624616
20040,0.079739586
8664,0.04047387
44035,0.05591064
19937,0.044553343
92383,0.044201117
43126,0.048884515
8623,0.045169216
20043,0.048854075
20145,0.07956816
100688,0.6649871
8666,0.040944707
43999,0.048794337
43139,0.055761542
121644,0.12809156
39128,0.045941323
8597,0.041065898
8603,0.04816374
98368,0.09720378
59351,0.042344965
8672,0.04131427
64225,0.0704936
115768,0.041217953
43131,0.08809363
8617,0.041142426
8635,0.041861895
39020,0.04699067
39011,0.05601253
101791,0.0414269
121647,0.14928478
8760,0.050878223
98279,0.09894452
59366,0.07428542
59367,0.05255657
8594,0.041444194
8717,0.06429184
8682,0.05742722
43141,0.08281393
8700,0.040560927
44009,0.04294503
121663,0.16554625
20044,0.058556385
121566,0.16744411
8564,0.044815846
121677,0.041930724
45434,0.07077043
43121,0.059019815
98379,0.046523027
94113,0.059934024
8659,0.04326336
59345,0.050622642
44006,0.04268411
121694,0.0448255
101751,0.05534922
64266,0.04494782
8688,0.0405612
59388,0.04120948
14256,0.060261738
104717,0.057818737
8613,0.044257138
121563,0.05130544
100655,0.05062967
43147,0.07623166
101756,0.04288005
38942,0.040802926
8676,0.043259714
121733,0.06405634
8705,0.083119504
8660,0.04081782
20079,0.05913586
100649,0.067003414
92422,0.051989947
59395,0.08786932
8674,0.0409019
20171,0.19636956
121751,0.1642233
92433,0.043884184
43123,0.043490123
20155,0.14142779
19984,0.052429568
8585,0.041770764
8742,0.042209662
19987,0.045848604
8632,0.040774498
20104,0.06998938
8737,0.043007735
207,0.060747776
101772,0.050880287
8748,0.051387638
8628,0.055187594
43142,0.0475667
14265,0.053227764
14222,0.040415224
14224,0.041653488
14235,0.068745986
14306,0.040415224
14252,0.06297007
14336,0.05367022
14371,0.04585603
14340,0.040415224
14345,0.040415224
14337,0.040415224
14339,0.044598244
14346,0.06098127
14338,0.040415224
14348,0.045436963
14264,0.20072058
14354,0.042029455
104706,0.045745917
14363,0.061262332
14360,0.057090778
14378,0.043325473
45416,0.066392496
14390,0.040415224
70,0.04910532
14392,0.041953955
14393,0.040851824
45420,0.097538374
14254,0.045888573
88182,0.072534755
14209,0.04641134
14276,0.06840761
45389,0.11284304
14250,0.12392442
14217,0.05274169
45457,0.08592256
14218,0.04143898
39074,0.052968983
14220,0.04541595
14299,0.044232987
45383,0.057823785
14227,0.060275033
45399,0.04736107
45480,0.08438336
14204,0.07201021
39087,0.07195929
68,0.055620704
45421,0.05861281
14272,0.23112336
45473,0.05625288
98301,0.12822822
45471,0.043642145
14279,0.04768141
14211,0.12588201
